,text,newText
249,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
250,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
251,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
252,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
253,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
254,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
255,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
256,@reemjamalxx كل عام و انتي بخير و كل سنة و انتي أطيب و اجمل 💘💘.,['                                                   ']
257,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
258,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
259,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
260,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
261,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
262,"@voiceau @roseycatherine Wrong, fail. It’s not glorify war it’s about rembering the brave diggers who didn’t return....","['  ', 'Wrong', ' ', 'fail', ' ', 's', 'glorify', 'war', 's', 'rembering', 'brave', 'diggers', 'didn', 't', 'return', '   ']"
263,"@GlendaDowning I asked 
She's keeping Jamie cooks Italy 
She's taking the other one to the community book exchange","[' ', 'asked', ' ', 's', 'keeping', 'Jamie', 'cooks', 'Italy', ' ', 's', 'taking', 'community', 'book', 'exchange']"
264,@Higgo74 Mate you just need beer!🍺🍺,"[' ', 'Mate', 'need', 'beer', '  ']"
265,"After crossing the Nullarbor, and in tribute to @WiebeWkkr, there is only one way to celebrate 🙂🍻 https://t.co/aIIsxtvK13","['crossing', 'Nullarbor', ' ', 'tribute', '  ', 'way', 'celebrate', '   ']"
266,Nothing like entering a comp thinking you’re a sniff of winning then coming away with the NAGA award. Not. A. Golfe… https://t.co/lzvOK6ib1n,"['like', 'entering', 'comp', 'thinking', 'sniff', 'winning', 'coming', 'away', 'NAGA', 'award', ' ', ' ', ' ', 'Golfe', ' ']"
267,"Hot little Nikita wants to get naughty tonight! 
Call me! 0477 637 477
https://t.co/hmMZ7JvQAp
#adarose #fremantle… https://t.co/gn4Ihkrxpc","['Hot', 'little', 'Nikita', 'wants', 'naughty', 'tonight', '  ', '               ', '#darose', '#remantle', ' ']"
268,"@GSmithWA Great photo, did you take it Gregory?","[' ', 'Great', 'photo', ' ', 'Gregory']"
269,"Cleansed all that went before it. No more, no less. - Drinking a Nectarine Berliner Weisse Sour by @CheekyMBrewery… https://t.co/KoXQCe3EoB","['Cleansed', 'went', ' ', ' ', '   ', 'Drinking', 'Nectarine', 'Berliner', 'Weisse', 'Sour', '  ']"
270,@EBrwaden How good are corned beef sandwiches,"[' ', 'good', 'corned', 'beef', 'sandwiches']"
271,@GlenMur21242567 @cscviews As deep as a Murdoch pocket.,"['  ', 'deep', 'Murdoch', 'pocket']"
272,"Busty Natural G cup Layla loves to kiss and tease...! 
Call now for some fun! 0477 637 477
https://t.co/hG7e02sQFU… https://t.co/M64YWXuDXQ","['Busty', 'Natural', 'G', 'cup', 'Layla', 'loves', 'kiss', 'tease', '     ', 'fun', '               ']"
273,"Just posted a photo @ The Marina, Mindarie https://t.co/EjlmZTtKPJ","['posted', 'photo', ' ', 'Marina', ' ', 'Mindarie']"
274,"Sensual and erotic Carmen is your laid back Aussie student looking for some fun! 
Call now! 0477 637 477… https://t.co/Nk81FCPiJI","['Sensual', 'erotic', 'Carmen', 'laid', 'Aussie', 'student', 'looking', 'fun', '  ', '               ']"
275,@theglorymill Raine,"[' ', 'Raine']"
276,"@nugiezta Klo kmu ga mandi, kmu ga cantik dimata kuu HEHE","[' ', 'Klo', 'kmu', 'ga', 'mandi', ' ', 'kmu', 'ga', 'cantik', 'dimata', 'kuu', 'HEHE']"
277,@monicas004 😭😭😭,['    ']
278,chilling on the sidewalk @w1lko https://t.co/UIXogoPytl,"['chilling', 'sidewalk', ' ']"
279,😂😂😂,['   ']
280,ma boi uwu,"['ma', 'boi', 'uwu']"
281,"Come on Warriors, stick it up that dickhead Chris Rattue.","['Come', 'Warriors', ' ', 'stick', 'dickhead', 'Chris', 'Rattue']"
282,@AfterGrogBlog @murdriggs 😂😂😂,['     ']
283,@SayaArdi TOLONG MULUT BAPAK JANGAN COMBE2 YA !!!,"[' ', 'TOLONG', 'MULUT', 'BAPAK', 'JANGAN', 'COMBE', ' ', 'YA', '   ']"
284,"@RealCandaceO How come they’re not in strife for twisting the poor kids mind , so wrong","[' ', 'come', 'strife', 'twisting', 'poor', 'kids', 'mind', '  ', 'wrong']"
285,"Qomarun🌖

#scenesenja 
#senja 
#penikmatsenja
#sunset 
#sunsetlover @ Masjid Islamic Center Tarakan https://t.co/Y7uKfbdlwC","['Qomarun', '  ', '#cenesenja', ' ', '#enja', ' ', '#enikmatsenja', '#unset', ' ', '#unsetlover', ' ', 'Masjid', 'Islamic', 'Center', 'Tarakan']"
286,"Exactly the point, Jane. We are not electing a President. Shorten’s team is strong, diverse and cohesive. It’s time… https://t.co/bqqCA3vSm2","['Exactly', 'point', ' ', 'Jane', ' ', 'electing', 'President', ' ', 'Shorten', 's', 'team', 'strong', ' ', 'diverse', 'cohesive', ' ', 's', 'time', ' ']"
287,@GaryRMartin3 Does being Canadian give us an exception??? Sorry eh.,"[' ', 'Canadian', 'exception', '   ', 'Sorry', 'eh']"
288,"Terima kasih telah menjadi pengikut saya yang ke-100! Ini semua berkat Anda.

Yes....💪💪💪
#NikmatnyaKopiHitam","['Terima', 'kasih', 'telah', 'menjadi', 'pengikut', 'saya', 'yang', 'ke', '     ', 'Ini', 'semua', 'berkat', 'Anda', '  ', 'Yes', '       ', '#ikmatnyaKopiHitam']"
289,@YZHQCrew @PlayStationAU @SamsungAU Soft reset on the PS4 fixed ❤️,"['   ', 'Soft', 'reset', 'PS', ' ', 'fixed', '  ']"
290,Aku lagi pen bacoooott,"['Aku', 'lagi', 'pen', 'bacoooott']"
291,😢😢,['  ']
292,@ContarinoKieran Yeh he had a shocker ... almost as bad as the white maggots !!,"[' ', 'Yeh', 'shocker', '    ', 'bad', 'white', 'maggots', '  ']"
293,"The @westinperth has launched the Pink High Tea for the month of May. 
The savoury highlight was the Potted salmon,… https://t.co/PTyPdrr4NE","[' ', 'launched', 'Pink', 'High', 'Tea', 'month', '  ', 'savoury', 'highlight', 'Potted', 'salmon', '  ']"
294,@AfterGrogBlog @murdriggs Yeah and it was hardly mentioned because the entire country wanted the fairytale.,"['  ', 'Yeah', 'hardly', 'mentioned', 'entire', 'country', 'wanted', 'fairytale']"
295,@Talaolp @banas51 @nobby15 @randlight Palmer and Christensen should form a partnership and sell what they are best… https://t.co/mmCEotCg11,"['    ', 'Palmer', 'Christensen', 'form', 'partnership', 'sell', 'best', ' ']"
296,"5 jobs I’ve had 

1. Nurse
2. Missionary 
3. Entrepreneur - Caterer
4. International recruiter 
5. Business Systems Lead","['  ', 'jobs', 've', '     ', 'Nurse', '   ', 'Missionary', '    ', 'Entrepreneur', '  ', 'Caterer', '   ', 'International', 'recruiter', '    ', 'Business', 'Systems', 'Lead']"
297,Penolakan terjadi di mana-mana dan pada orang yang sama. Believe in yourself.,"['Penolakan', 'terjadi', 'di', 'mana', 'mana', 'dan', 'pada', 'orang', 'yang', 'sama', ' ', 'Believe']"
298,@janandchristoph Nerves are my speciality 😉,"[' ', 'Nerves', 'speciality', ' ']"
299,Daw guramoson ko tsura ni Edrianne gina sagi storya sng endgame😠,"['Daw', 'guramoson', 'ko', 'tsura', 'ni', 'Edrianne', 'gina', 'sagi', 'storya', 'sng', 'endgame']"
300,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
301,"Hot young teen Vanessa is here now! Come get some boys ;) 
Call now! 0477 637 477
https://t.co/GZobECVWX8
#adarose… https://t.co/Nyvvv2gcP9","['Hot', 'young', 'teen', 'Vanessa', ' ', 'Come', 'boys', '    ', '               ', '#darose', ' ']"
302,Gaada ota itu,"['Gaada', 'ota', 'itu']"
303,"I like the look of the side for this match, coukd be a big result for the mighty purple army. Let's go Freo https://t.co/isxqE9fVb5","['like', 'look', 'match', ' ', 'coukd', 'big', 'result', 'mighty', 'purple', 'army', ' ', 'Let', 's', 'Freo']"
304,https://t.co/eIQ53AZ3Bo,[]
305,Is no one watching @ChrisLilley’s Lunatics? Is that Why @NetflixANZ has it on every category line and the trailer a… https://t.co/Xi7fFesGO4,"['watching', ' ', 's', 'Lunatics', ' ', ' ', 'category', 'line', 'trailer', ' ']"
306,iy iy,"['iy', 'iy']"
307,"@janeenorman you're getting very, very good at the subtle trolling of the 'peanut gallery of hyper-partisan tools' 😂😂

#AusVotes19","[' ', 'getting', ' ', 'good', 'subtle', 'trolling', ' ', 'peanut', 'gallery', 'hyper', 'partisan', 'tools', '     ', '#usVotes', ' ']"
308,Another patriarchal religion. It offends me that my PM thinks like this about women. It doesn't make men look very… https://t.co/0x26m5ETH0,"['patriarchal', 'religion', ' ', 'offends', 'PM', 'thinks', 'like', 'women', ' ', 'doesn', 't', 'men', 'look', ' ']"
309,@Craigbaker14059 SISU will probably kick him out the door with a £10 gift voucher for B&amp;Q #legend,"[' ', 'SISU', 'probably', 'kick', 'door', '    ', 'gift', 'voucher', 'B', 'amp', 'Q', '#egend']"
310,@01_TheWinner_ Takut diteras bisa jadi krn tidak punya data ?,"[' ', 'Takut', 'diteras', 'bisa', 'jadi', 'krn', 'tidak', 'punya', 'data', ' ']"
311,"@Simon_A_Wood @ScottMorrisonMP @YouTube @Lowkey0nline Give it a rest mate it’s ANZAC day mate, your personal jihad… https://t.co/JJ3D6BupTP","['    ', 'rest', 'mate', 's', 'ANZAC', 'day', 'mate', ' ', 'personal', 'jihad', ' ']"
312,https://t.co/1kbahsIA90,[]
313,"Ok
I have no idea 
I admit it 
What's with the 💧?
Or keep it a secret 
Na
Tell me what's going on 🤔","['Ok', 'idea', ' ', 'admit', ' ', 's', '   ', 'secret', ' ', 'Na', 'Tell', 's', 'going', ' ']"
314,@reemjamalxx كل عام و انتي بخير و كل سنة و انتي أطيب و اجمل 💘💘.,['                                                   ']
315,@PlayoffHakeem https://t.co/YlP0RRi1d6,[' ']
316,@murdriggs @AfterGrogBlog The Freo crowd is very different. Yes they scream for free kicks but they are rarely sile… https://t.co/wszRYRV9PB,"['  ', 'Freo', 'crowd', 'different', ' ', 'Yes', 'scream', 'free', 'kicks', 'rarely', 'sile', ' ']"
317,@thetrotter13 Enjoying Rottnest Island ☀️ #rottnestisland #seaandsunsets #discoveryparkrottnest #glamping https://t.co/UQ2U8oQRFC,"[' ', 'Enjoying', 'Rottnest', 'Island', '   ', '#ottnestisland', '#eaandsunsets', '#iscoveryparkrottnest', '#lamping']"
318,https://t.co/iG84uOQ3Ei,[]
319,@AupolNews @Ama_Di_57 Should not be allowed to happen!!,"['  ', 'allowed', 'happen', ' ']"
320,"Great start from the Warriors. Lovely stuff, and Bunty isn't even on yet. #buntyappreciationsociety","['Great', 'start', 'Warriors', ' ', 'Lovely', 'stuff', ' ', 'Bunty', 'isn', 't', ' ', '#untyappreciationsociety']"
321,@alexmatthewsar @BrettMitchumm Poor umpiring ruined a great game of footy,"['  ', 'Poor', 'umpiring', 'ruined', 'great', 'game', 'footy']"
322,#JanganCurangiSuaraRakyat #JanganCurangiSuaraRakyat #JanganCurangiSuaraRakyat,"['#anganCurangiSuaraRakyat', '#anganCurangiSuaraRakyat', '#anganCurangiSuaraRakyat']"
323,Devoured by my failures. Perfect!,"['Devoured', 'failures', ' ', 'Perfect']"
324,"Fantastic Frankie is available today at Adarose! 
Call now for some fun! 0477 637 477
https://t.co/zVDuMENKb0… https://t.co/DgnOQts2b4","['Fantastic', 'Frankie', 'available', 'today', 'Adarose', '  ', 'fun', '               ']"
325,"Steyn ko hua Pain, Aaj hi Pakdenge South Africa ki Train!!   - @cricketaakash
#RCBvKXIP","['Steyn', 'ko', 'hua', 'Pain', ' ', 'Aaj', 'hi', 'Pakdenge', 'South', 'Africa', 'ki', 'Train', '       ', '#CBvKXIP']"
326,"@kompascom Statemen yg positif sekali,  tentu pendapat pribadi ini. Krn beda dgn pendapat Koalisi 02 yg dominan dgn nada negatif.","[' ', 'Statemen', 'yg', 'positif', 'sekali', '  ', 'tentu', 'pendapat', 'pribadi', 'ini', ' ', 'Krn', 'beda', 'dgn', 'pendapat', 'Koalisi', '   ', 'yg', 'dominan', 'dgn', 'nada', 'negatif']"
327,Senja tetap indah. Walau banyak kecurangan.:) https://t.co/hP57qmnlHA,"['Senja', 'tetap', 'indah', ' ', 'Walau', 'banyak', 'kecurangan', '   ']"
328,"L E S T   W E   F O R G E T

#anzacday2019
#anzacday
#twoup
#ran
#royalaustralianairforce
#royalaustraliannavy… https://t.co/KaOBcwUxqc","['L', 'E', 'S', 'T', '  ', 'W', 'E', '  ', 'F', 'O', 'R', 'G', 'E', 'T', ' ', '#nzacday', '    ', '#nzacday', '#woup', '#an', '#oyalaustralianairforce', '#oyalaustraliannavy', ' ']"
329,Golden hour https://t.co/FMUJv2Yds9,"['Golden', 'hour']"
330,"Have a sexy aussie lady delivered to your door! 
Call me now! 0477 637 477
https://t.co/UOEtk6ROf6
#perth #brothel… https://t.co/pe2tbbAMAc","['sexy', 'aussie', 'lady', 'delivered', 'door', '  ', '               ', '#erth', '#rothel', ' ']"
331,@FiersaBesari Peluk jauhhhhh ni,"[' ', 'Peluk', 'jauhhhhh', 'ni']"
332,@TheVampsband Ga bisa napas astaga ganteng bgt kaleannnn,"[' ', 'Ga', 'bisa', 'napas', 'astaga', 'ganteng', 'bgt', 'kaleannnn']"
333,"Coolgardie-Norseman: Say hello, hello to the truck driver! (Yup they are that long) @CyclingAus @sportstracking… https://t.co/lDBMbxtRoZ","['Coolgardie', 'Norseman', ' ', 'hello', ' ', 'hello', 'truck', 'driver', '  ', 'Yup', 'long', '    ']"
334,@JennyLynnBrdar Fuck that,"[' ', 'Fuck']"
335,@anne_twain Yes I will have some digging to do. Just started on this lady entering pedigree details. Should be fun.,"[' ', 'Yes', 'digging', ' ', 'started', 'lady', 'entering', 'pedigree', 'details', ' ', 'fun']"
336,#Joe2020,"['#oe', '   ']"
337,"Sempet sakit, tapi tiba2 aja ada yang nelpon sebelun tidur semalam https://t.co/v9hu7H94i6","['Sempet', 'sakit', ' ', 'tapi', 'tiba', ' ', 'aja', 'ada', 'yang', 'nelpon', 'sebelun', 'tidur', 'semalam']"
338,@Mickmuffmaster Enjoy mate,"[' ', 'Enjoy', 'mate']"
339,@lionheartleojai She's ever the tactless twit as usual!!!,"[' ', 's', 'tactless', 'twit', 'usual', '  ']"
340,"#NowPlaying
@BIRDSOFTOKYO 
day one (album)","['#owPlaying', '  ', 'day', ' ', 'album']"
341,@Loud_Lass What a groper. It's like his grope with Jacinda!,"[' ', 'groper', ' ', 's', 'like', 'grope', 'Jacinda']"
342,@AgeofVictoria @anne_twain Digging around will be fun. I want check the  Rotherhithe records. Unfortunately they ar… https://t.co/BOcmKrJT36,"['  ', 'Digging', 'fun', ' ', 'want', 'check', ' ', 'Rotherhithe', 'records', ' ', 'Unfortunately', 'ar', ' ']"
343,@WiebeWkkr Will do 👍,"[' ', ' ']"
344,@thetrotter13,[]
345,Turns out I can’t eat now either.,"['Turns', 't', 'eat']"
346,Our lovely 😍😘 #MamaTanaa #mama #mom #ourhero #strongmom @ Golden Loti Residence https://t.co/D2b6zr9N4T,"['lovely', '   ', '#amaTanaa', '#ama', '#om', '#urhero', '#trongmom', ' ', 'Golden', 'Loti', 'Residence']"
347,@AgeofVictoria @anne_twain He died 6 years later and she remarried my ggg grandfather. What irks me is she had a ch… https://t.co/gVLxwdFRpm,"['  ', 'died', '  ', 'years', 'later', 'remarried', 'ggg', 'grandfather', ' ', 'irks', 'ch', ' ']"
348,Joe Biden 🥰,"['Joe', 'Biden', ' ']"
349,@riskapur Baca spoiler we teu 😁😁,"[' ', 'Baca', 'spoiler', 'teu', '  ']"
350,Good night my friend.  RIP @ Australia https://t.co/nxuAZExfWf,"['Good', 'night', 'friend', '  ', 'RIP', ' ', 'Australia']"
351,So he gets pfa team the year fuck off Keller hahaha,"['gets', 'pfa', 'team', 'year', 'fuck', 'Keller', 'hahaha']"
352,The angrier Bellamy gets seems to be inversely related to my own satisfaction.,"['angrier', 'Bellamy', 'gets', 'inversely', 'related', 'satisfaction']"
353,"SO MUCH NEW CONTENT! 😇
https://t.co/aTV8LRAuIl

Wanna see this photo uncensored? Subscribe now and it’ll be the fir… https://t.co/6SDGpjyJVg","['NEW', 'CONTENT', '     ', 'Wanna', 'photo', 'uncensored', ' ', 'Subscribe', 'll', 'fir', ' ']"
354,@GabrielSeriesFP @Florseriespcast @sylvainreynard @TMitBSFP @NochesenFlrFP @fans_sweden @Argyle_Empire… https://t.co/Nl9FJIPyEa,['        ']
355,"@anne_twain Yes. I found out quite a bit about her second hubby, my ggg grandfather. Trove is a gem...priceless. Ov… https://t.co/rY80dLBdbL","[' ', 'Yes', ' ', 'found', 'bit', 'second', 'hubby', ' ', 'ggg', 'grandfather', ' ', 'Trove', 'gem', '  ', 'priceless', ' ', 'Ov', ' ']"
356,"Bunty's on, ladies. Control yourselves.","['Bunty', 's', ' ', 'ladies', ' ', 'Control']"
357,#socialanxietydisorder #liveyourlife #loveyourself #depression #mentalillness #instagood #likeforlikes @ Shenton Pa… https://t.co/BAcMIdW2ms,"['#ocialanxietydisorder', '#iveyourlife', '#oveyourself', '#epression', '#entalillness', '#nstagood', '#ikeforlikes', ' ', 'Shenton', 'Pa', ' ']"
358,@fans_sweden @KarenKomarinski @Florseriespcast @sylvainreynard @TMitBSFP @GabrielSeriesFP @NochesenFlrFP… https://t.co/ULTARnDWmE,['        ']
359,@anne_twain @AgeofVictoria I would like to get academic info just so I can properly reference the info when I write it up.,"['  ', 'like', 'academic', 'info', 'properly', 'reference', 'info', 'write']"
360,"Feeling overwhelmed and under-productive? Write a regular newsletter reporting activities, outcomes and outputs of… https://t.co/9ERuNaTlH7","['Feeling', 'overwhelmed', 'productive', ' ', 'Write', 'regular', 'newsletter', 'reporting', 'activities', ' ', 'outcomes', 'outputs', ' ']"
361,@NewmanDne57856 Sure was!,"[' ', 'Sure']"
362,Perth. It’s a vibe 🤘🏻🖖🏽 @ScarletBlueTour @ScarletBlue9 @PG_Australia https://t.co/OszOnV9PaV,"['Perth', ' ', 's', 'vibe', '        ']"
363,"Habislah aq hari ini
diserang atas bawah
😭😅😭","['Habislah', 'aq', 'hari', 'ini', 'diserang', 'atas', 'bawah', '   ']"
364,Quick shag by the #SwanRiver tonight 😂🌅🌇 @tweetperth #justanotherdayinWA https://t.co/igY3MEheL1,"['Quick', 'shag', '#wanRiver', 'tonight', '     ', '#ustanotherdayinWA']"
365,kok vagina saya sering sakit yah? apalagi bangun tidur.. suka pipis yg dikit2.. perut gedein.. @RSAdventBandung @WHOSEARO,"['kok', 'vagina', 'saya', 'sering', 'sakit', 'yah', ' ', 'apalagi', 'bangun', 'tidur', '  ', 'suka', 'pipis', 'yg', 'dikit', '   ', 'perut', 'gedein', '   ']"
366,"@sekedarcandaan Yaudah yaudah, masuk aja bertiga ke kamar nya","[' ', 'Yaudah', 'yaudah', ' ', 'masuk', 'aja', 'bertiga', 'ke', 'kamar', 'nya']"
367,Big shout out to everyone who's come onboard already. I love you guys.,"['Big', 'shout', 's', 'come', 'onboard', ' ', 'love', 'guys']"
368,"@martinjzammit In reply 
I think the people don't won't this evil
But the ""owned ""Governments are pushing this bull… https://t.co/tzxXu1kroK","[' ', 'reply', ' ', 'think', 'people', 'don', 't', 'won', 't', 'evil', ' ', 'owned', ' ', 'Governments', 'pushing', 'bull', ' ']"
369,@ncb_cfc all class on @thefrontbar7 👌 #proudpie ⚫️⚪️,"[' ', 'class', '   ', '#roudpie', '    ']"
370,"Buat apa rindu bila tak ia gubris
Buat apa sayang bila tak ia peduli","['Buat', 'apa', 'rindu', 'bila', 'tak', 'ia', 'gubris', 'Buat', 'apa', 'sayang', 'bila', 'tak', 'ia', 'peduli']"
371,"@Naufalirawan378 Nahh kann, banyak simpanan tuhh","[' ', 'Nahh', 'kann', ' ', 'banyak', 'simpanan', 'tuhh']"
372,@sydneyroosters Awesomeness win boy’s congrats,"[' ', 'Awesomeness', 'win', 'boy', 's', 'congrats']"
373,@SethMacFarlane 😩 but that means a super long wait until more @TheOrville,"['   ', 'means', 'super', 'long', 'wait']"
374,koalas are a constant mood honestly,"['koalas', 'constant', 'mood', 'honestly']"
375,Very keen for it to look like this in a few months time #bringontherain 🌱⛈ https://t.co/9stTUYUCH5,"['keen', 'look', 'like', 'months', 'time', '#ringontherain', '   ']"
376,@laulafia_ 🤣🤣🤣 susah d jelasin dengan kata2.,"['     ', 'susah', 'd', 'jelasin', 'dengan', 'kata', ' ']"
377,😴,[' ']
378,too sick to see you still expecting him,"['sick', 'expecting']"
379,@rksnabgm,[]
380,@TeamTAbbott @tyrelle123 @JaneCaro @billshortenmp He will probably get a huge number of votes from the average Aust… https://t.co/G2jqjvUoOB,"['    ', 'probably', 'huge', 'number', 'votes', 'average', 'Aust', ' ']"
381,even I will try to stop liking you,"['try', 'stop', 'liking']"
382,"@Cpecificjm perth sucks eugh 😪 we only got uniqlo, daiso and miniso late last year... and muji only ships within sy… https://t.co/f5wftcnn48","[' ', 'perth', 'sucks', 'eugh', '  ', 'got', 'uniqlo', ' ', 'daiso', 'miniso', 'late', 'year', '   ', 'muji', 'ships', 'sy', ' ']"
383,Horeeeee ! https://t.co/sM1X3xqi76,"['Horeeeee', '  ']"
384,Hahha.. Bahasaa koreaanyaaa 🤣,"['Hahha', '  ', 'Bahasaa', 'koreaanyaaa', ' ']"
385,"This is brilliant and announces the LNP's new policy, slavery, amongst other things.
#auspol

https://t.co/lEFBYo5NRn","['brilliant', 'announces', 'LNP', 's', 'new', 'policy', ' ', 'slavery', ' ', 'things', ' ', '#uspol', ' ']"
386,@GraceMillimaci I can hook you up @FatCat,"[' ', 'hook']"
387,Great to see the @ALeague playing a match on ANZAC Day joining our 2 winter codes playing one match today,"['Great', ' ', 'playing', 'match', 'ANZAC', 'Day', 'joining', '  ', 'winter', 'codes', 'playing', 'match', 'today']"
388,"@JudkinsSimon All right, let's do this!

1. Fire performer
2. Bar manager
3. House Cleaner
4. Disability support wo… https://t.co/7PbvZeLFKs","[' ', 'right', ' ', 'let', 's', '     ', 'Fire', 'performer', '   ', 'Bar', 'manager', '   ', 'House', 'Cleaner', '   ', 'Disability', 'support', 'wo', ' ']"
389,"Just received word EPW won’t lift my suspension for their May the 4th show. 

If there’s a will, there’s a way. ✈️","['received', 'word', 'EPW', 'won', 't', 'lift', 'suspension', ' ', 'th', '   ', 's', ' ', 's', 'way', '   ']"
390,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
391,#Joe2020,"['#oe', '   ']"
392,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
393,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
394,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
395,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
396,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
397,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
398,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
399,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
400,"#parks #canningvale #cityofcanning #perth #soperth @ Canning Vale, Western Australia https://t.co/MYJAtt0sVF","['#arks', '#anningvale', '#ityofcanning', '#erth', '#operth', ' ', 'Canning', 'Vale', ' ', 'Western', 'Australia']"
